#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,https://www.earthscope.org/data/
UW|NLO|46.08924|-123.45173|826.0|Nicolai Mt., OR, USA|1973-01-01T00:00:00|2015-10-06T00:00:00
UW|OBC|48.03511|-124.078819|938.0|Olympics - Bonidu Creek|1980-05-29T00:00:00|2019-06-16T00:00:00
UW|OCP|48.29787|-124.62516|470.0|Cheeka Peak, Olympic Mountains, WA, USA|1980-05-19T00:00:00|2599-12-31T23:59:59
UW|OFR|47.933128|-124.396042|152.0|Olympics - Forest Resource Center|1995-10-25T00:00:00|2013-01-17T00:00:00
UW|OHC|47.332619|-123.158793|11.0|Hood Canal JH, Shelton, WA, USA|2001-07-01T00:00:00|2599-12-31T23:59:59
UW|ON2|46.880581|-123.782333|257.0|Olympics - North River|2000-06-01T00:00:00|2015-09-29T00:00:00
UW|OOW|47.734138|-124.187469|561.0|Octopus West|1984-07-14T00:00:00|2015-06-05T00:00:00
UW|OSD|47.81642|-123.70568|2028.0|Snowdome, Mt Olympus, WA, USA|1984-10-04T00:00:00|2599-12-31T23:59:59
UW|OTR|48.08632|-124.34518|541.6|Olympic Penninsula - Tyee Ridge, WA, USA|1984-06-01T00:00:00|2599-12-31T23:59:59
UW|PERL|45.32845|-122.77903|70.0|Wilsonville, OR, USA|2002-03-19T00:00:00|2599-12-31T23:59:59
UW|PGO|45.461681|-122.454399|253.0|Gresham, OR, USA|1982-06-27T00:00:00|2019-08-24T00:00:00
UW|QAMI|45.52561|-122.97613|57.6|Netquakes home; Hillsboro, OR|2012-03-05T00:00:00|2599-12-31T23:59:59
UW|QCEN|46.71635|-122.9619|55.4|Centralia College; Centralia, WA, USA|2012-06-14T00:00:00|2599-12-31T23:59:59
UW|QDAD|45.4408|-122.62951|33.3|Portland, OR, USA|2011-12-15T00:00:00|2599-12-31T23:59:59
UW|QDJW|45.5227|-122.58915|80.9|Portland, OR, USA|2011-12-15T00:00:00|2599-12-31T23:59:59
